,num,runtime,success,number of backtracks,size,heuristics
0,...3..4114..3...,0.0020003318786621094,1,0,4,DPLL
1,1..4..1..3..4..3,0.004000186920166016,1,0,4,DPLL
2,3....21..34....1,0.001998424530029297,1,0,4,DPLL
3,.3....2..4....1.,0.0030007362365722656,1,0,4,DPLL
4,.4...21..12...4.,0.0029993057250976562,1,0,4,DPLL
5,....2.3..3.1....,0.0030019283294677734,1,0,4,DPLL
6,.....4.34.1.....,0.0029990673065185547,1,0,4,DPLL
7,.2....1..4....3.,0.0030007362365722656,1,0,4,DPLL
8,1..23......32..1,0.0019991397857666016,1,0,4,DPLL
9,.23....21....41.,0.003000497817993164,1,0,4,DPLL
10,.13....14....34.,0.0030014514923095703,1,0,4,DPLL
11,..1.4..32..1.4..,0.0019998550415039062,1,0,4,DPLL
12,..32..1..1..23..,0.003000020980834961,1,0,4,DPLL
13,.2.4........3.4.,0.003000020980834961,1,0,4,DPLL
14,4.....2..1.....1,0.002000093460083008,1,0,4,DPLL
15,.3...24..42...3.,0.0019998550415039062,1,0,4,DPLL
16,.3...2....3...1.,0.002998828887939453,1,0,4,DPLL
17,....4.1..2.4....,0.0019989013671875,1,0,4,DPLL
18,2..4.1....4.1..3,0.0029997825622558594,1,0,4,DPLL
19,.2.....32.....4.,0.00299835205078125,1,0,4,DPLL
20,..3...2413...2..,0.0020012855529785156,1,0,4,DPLL
21,1.....2..4.....4,0.0019996166229248047,1,0,4,DPLL
22,1......42......3,0.003000020980834961,1,0,4,DPLL
23,.1....2..3....1.,0.003000020980834961,1,0,4,DPLL
24,...43......14...,0.0019996166229248047,1,0,4,DPLL
25,.1...32..23...1.,0.0029990673065185547,1,0,4,DPLL
26,2...14....32...1,0.002999544143676758,1,0,4,DPLL
27,23..1......4..23,0.0019979476928710938,1,0,4,DPLL
28,.4.1........2.3.,0.003000497817993164,1,0,4,DPLL
29,.4.....13.....2.,0.0020020008087158203,1,0,4,DPLL
30,.1....4..4....2.,0.0020008087158203125,1,0,4,DPLL
31,...31......14...,0.002999544143676758,1,0,4,DPLL
32,.1...2....4...2.,0.003000020980834961,1,0,4,DPLL
33,412..........214,0.002000093460083008,1,0,4,DPLL
34,.3.21......12.3.,0.0029993057250976562,1,0,4,DPLL
35,......3423......,0.0029997825622558594,1,0,4,DPLL
36,..1...3421...3..,0.001999378204345703,1,0,4,DPLL
37,..1...2..3...2..,0.003002643585205078,1,0,4,DPLL
38,3...4......3...1,0.002997159957885742,1,0,4,DPLL
39,.324........423.,0.0020020008087158203,1,0,4,DPLL
40,..21........32..,0.002000570297241211,1,0,4,DPLL
41,....4.3..4.2....,0.0029981136322021484,1,0,4,DPLL
42,4...3......4...2,0.003000020980834961,1,0,4,DPLL
43,..23..4..4..32..,0.0019996166229248047,1,0,4,DPLL
44,..1.2......4.2..,0.0030002593994140625,1,0,4,DPLL
45,..34...23...12..,0.0030002593994140625,1,0,4,DPLL
46,.3....1..4....4.,0.0019986629486083984,1,0,4,DPLL
47,1.....3..4.....3,0.0019998550415039062,1,0,4,DPLL
48,4..23......32..4,0.0030024051666259766,1,0,4,DPLL
49,......1213......,0.002000570297241211,1,0,4,DPLL
50,.3.....14.....2.,0.0020012855529785156,1,0,4,DPLL
51,..12........32..,0.0029993057250976562,1,0,4,DPLL
52,.3.4........1.2.,0.003000497817993164,1,0,4,DPLL
53,..2.1......3.4..,0.0019996166229248047,1,0,4,DPLL
54,....342..243....,0.0029993057250976562,1,0,4,DPLL
55,.....423324.....,0.0030007362365722656,1,0,4,DPLL
56,.341........143.,0.0019986629486083984,1,0,4,DPLL
57,.14....21....32.,0.0029990673065185547,1,0,4,DPLL
58,..4.4..33..2.2..,0.0029997825622558594,1,0,4,DPLL
59,......3132......,0.0019998550415039062,1,0,4,DPLL
60,.31.1......4.43.,0.002000570297241211,1,0,4,DPLL
61,..31..4..3..24..,0.0030002593994140625,1,0,4,DPLL
62,..3.3..24..1.1..,0.0019989013671875,1,0,4,DPLL
63,4..2..3..4..2..3,0.002999544143676758,1,0,4,DPLL
64,..13...42...13..,0.003000020980834961,1,0,4,DPLL
65,..31...24...31..,0.0030002593994140625,1,0,4,DPLL
66,..42...13...42..,0.003000974655151367,1,0,4,DPLL
67,1.3....44....3.1,0.0019996166229248047,1,0,4,DPLL
68,..3.2......4.1..,0.003000020980834961,1,0,4,DPLL
69,..4..2....3..4..,0.003000020980834961,1,0,4,DPLL
70,3.....2..3.....4,0.003000020980834961,1,0,4,DPLL
71,2..14......41..2,0.0019998550415039062,1,0,4,DPLL
72,......1343......,0.003000020980834961,1,0,4,DPLL
73,.3.....32.....4.,0.003000020980834961,1,0,4,DPLL
74,1.4..2....2..4.1,0.0019996166229248047,1,0,4,DPLL
75,4..1.1....2.2..4,0.003000974655151367,1,0,4,DPLL
76,.....4.31.3.....,0.002999544143676758,1,0,4,DPLL
77,.3....1..4....2.,0.0030002593994140625,1,0,4,DPLL
78,.4..23....23..1.,0.0019996166229248047,1,0,4,DPLL
79,.2...1....1...3.,0.0030002593994140625,1,0,4,DPLL
80,.....4.22.3.....,0.002000570297241211,1,0,4,DPLL
81,...3.4....2.1...,0.0030019283294677734,1,0,4,DPLL
82,.4..12....34..1.,0.0029976367950439453,1,0,4,DPLL
83,.1.....42.....4.,0.0020003318786621094,1,0,4,DPLL
84,21..3......2..43,0.0030012130737304688,1,0,4,DPLL
85,..14........43..,0.003000020980834961,1,0,4,DPLL
86,.42.3......2.31.,0.002998828887939453,1,0,4,DPLL
87,2..1..2..4..1..4,0.0019996166229248047,1,0,4,DPLL
88,2..1...44...1..2,0.003000020980834961,1,0,4,DPLL
89,....314..413....,0.0020012855529785156,1,0,4,DPLL
90,...32......43...,0.0030007362365722656,1,0,4,DPLL
91,.1.3........1.4.,0.002999544143676758,1,0,4,DPLL
92,..4..3....1..1..,0.0029997825622558594,1,0,4,DPLL
93,..1.1..42..3.3..,0.0030002593994140625,1,0,4,DPLL
94,1.4....22....4.1,0.002999544143676758,1,0,4,DPLL
95,24............43,0.0020012855529785156,1,0,4,DPLL
96,.1...3....2...3.,0.0029997825622558594,1,0,4,DPLL
97,23.4........4.32,0.003000020980834961,1,0,4,DPLL
98,.4...1....2...1.,0.0019998550415039062,1,0,4,DPLL
99,..4..2....1..1..,0.002999544143676758,1,0,4,DPLL
100,.21.1......4.42.,0.0030014514923095703,1,0,4,DPLL
101,.12.3......2.34.,0.00299835205078125,1,0,4,DPLL
102,2....14..21....4,0.0030007362365722656,1,0,4,DPLL
103,..24........41..,0.003000020980834961,1,0,4,DPLL
104,..23........31..,0.0019998550415039062,1,0,4,DPLL
105,.1....1..3....4.,0.0030007362365722656,1,0,4,DPLL
106,...33......24...,0.0029993057250976562,1,0,4,DPLL
107,.2..4..32..1..3.,0.0030002593994140625,1,0,4,DPLL
108,..42...31...42..,0.003000020980834961,1,0,4,DPLL
109,4......42......3,0.0019998550415039062,1,0,4,DPLL
110,.13....41....34.,0.0029997825622558594,1,0,4,DPLL
111,.4.3........4.1.,0.0030002593994140625,1,0,4,DPLL
112,.2....3..1....4.,0.0019998550415039062,1,0,4,DPLL
113,4.....3..4.....1,0.0030002593994140625,1,0,4,DPLL
114,23............12,0.0029993057250976562,1,0,4,DPLL
115,..43..2..4..12..,0.0030012130737304688,1,0,4,DPLL
116,.2..1..24..3..4.,0.0019989013671875,1,0,4,DPLL
117,......4324......,0.0030002593994140625,1,0,4,DPLL
118,....13....32....,0.003000020980834961,1,0,4,DPLL
119,4....3.22.3....4,0.0029997825622558594,1,0,4,DPLL
120,.....4.11.2.....,0.0029997825622558594,1,0,4,DPLL
121,....41....12....,0.003000020980834961,1,0,4,DPLL
122,....1.3..1.2....,0.0019998550415039062,1,0,4,DPLL
123,2.1..........4.1,0.0019998550415039062,1,0,4,DPLL
124,..4...3241...2..,0.0029997825622558594,1,0,4,DPLL
125,..31........21..,0.0020003318786621094,1,0,4,DPLL
126,3..4..1..3..2..1,0.003000020980834961,1,0,4,DPLL
127,...31..22..13...,0.003000020980834961,1,0,4,DPLL
128,...4.2....3.3...,0.0019979476928710938,1,0,4,DPLL
129,...3...43...1...,0.003000497817993164,1,0,4,DPLL
130,.42....14....21.,0.0030012130737304688,1,0,4,DPLL
131,.2....4..1....3.,0.0020012855529785156,1,0,4,DPLL
132,41...3....1...32,0.0029997825622558594,1,0,4,DPLL
133,.2.41......14.2.,0.003000497817993164,1,0,4,DPLL
134,...3.32..41.1...,0.0029997825622558594,1,0,4,DPLL
135,32...4....2...41,0.003001689910888672,1,0,4,DPLL
136,...4...24...1...,0.0019996166229248047,1,0,4,DPLL
137,.....124421.....,0.0029997825622558594,1,0,4,DPLL
138,.3...4....3...2.,0.003000020980834961,1,0,4,DPLL
139,..1.4..33..1.4..,0.0019996166229248047,1,0,4,DPLL
140,.42.1......2.14.,0.003000497817993164,1,0,4,DPLL
141,..3...2121...4..,0.002999544143676758,1,0,4,DPLL
142,..1.2......3.2..,0.0019996166229248047,1,0,4,DPLL
143,.23.3......1.14.,0.003000020980834961,1,0,4,DPLL
144,.2.....12.....3.,0.003000020980834961,1,0,4,DPLL
145,42..3......2..31,0.0019998550415039062,1,0,4,DPLL
146,..2.2......4.3..,0.0020003318786621094,1,0,4,DPLL
147,..2..34..43..2..,0.003000020980834961,1,0,4,DPLL
148,2......33......4,0.0019996166229248047,1,0,4,DPLL
149,.4..21....43..1.,0.003000020980834961,1,0,4,DPLL
150,2..3..1..2..3..1,0.002999544143676758,1,0,4,DPLL
151,.2..3.4..4.3..2.,0.0019989013671875,1,0,4,DPLL
152,...2.2....1.3...,0.0019998550415039062,1,0,4,DPLL
153,...41.2..2.14...,0.003000020980834961,1,0,4,DPLL
154,1...4......3...1,0.002000570297241211,1,0,4,DPLL
155,....3.1..4.1....,0.002997875213623047,1,0,4,DPLL
156,4..2..4..3..1..3,0.002999544143676758,1,0,4,DPLL
157,1...4......2...1,0.0019998550415039062,1,0,4,DPLL
158,.2...41..14...2.,0.003000020980834961,1,0,4,DPLL
159,4..2.1....2.1..4,0.002000570297241211,1,0,4,DPLL
160,23..1......3..14,0.002000093460083008,1,0,4,DPLL
161,1..2..4..1..2..4,0.0029993057250976562,1,0,4,DPLL
162,3.2..........3.1,0.0030002593994140625,1,0,4,DPLL
163,....3.2..4.2....,0.003000020980834961,1,0,4,DPLL
164,.21....23....13.,0.0030002593994140625,1,0,4,DPLL
165,31..4......1..42,0.0029997825622558594,1,0,4,DPLL
166,....32....24....,0.0019996166229248047,1,0,4,DPLL
167,.4....3..3....2.,0.0030002593994140625,1,0,4,DPLL
168,.43..1....1..34.,0.003000497817993164,1,0,4,DPLL
169,.2.3........1.3.,0.0019996166229248047,1,0,4,DPLL
170,.....3.44.1.....,0.0030002593994140625,1,0,4,DPLL
171,4.....4..1.....2,0.0029990673065185547,1,0,4,DPLL
172,14...2....4...23,0.0030002593994140625,1,0,4,DPLL
173,13..4......1..24,0.0030002593994140625,1,0,4,DPLL
174,...14......33...,0.0020008087158203125,1,0,4,DPLL
175,.41.3......1.34.,0.001999378204345703,1,0,4,DPLL
176,1......12......3,0.003000020980834961,1,0,4,DPLL
177,3......21......1,0.0030028820037841797,1,0,4,DPLL
178,1.2..4....4..2.1,0.003000020980834961,1,0,4,DPLL
179,3...12....34...2,0.0030019283294677734,1,0,4,DPLL
180,.1....3..2....2.,0.0020003318786621094,1,0,4,DPLL
181,4.2..........1.3,0.0019991397857666016,1,0,4,DPLL
182,.43....42....32.,0.003000020980834961,1,0,4,DPLL
183,...4.3....1.1...,0.0019998550415039062,1,0,4,DPLL
184,...4.31..24.3...,0.003002643585205078,1,0,4,DPLL
185,3.1..........1.4,0.00299835205078125,1,0,4,DPLL
186,..41..3..4..23..,0.0029990673065185547,1,0,4,DPLL
187,...42..11..24...,0.003000020980834961,1,0,4,DPLL
188,..3.4..12..3.4..,0.0019996166229248047,1,0,4,DPLL
189,.1..3..14..2..4.,0.003000020980834961,1,0,4,DPLL
190,...2.41..12.4...,0.003000974655151367,1,0,4,DPLL
191,.....3.22.1.....,0.002000570297241211,1,0,4,DPLL
192,..3..21..12..3..,0.003000020980834961,1,0,4,DPLL
193,.2....3..1....1.,0.0029997825622558594,1,0,4,DPLL
194,.3..21....21..4.,0.0029993057250976562,1,0,4,DPLL
195,4.1..........1.3,0.0029993057250976562,1,0,4,DPLL
196,.4.1........2.1.,0.0020003318786621094,1,0,4,DPLL
197,...1.2....3.2...,0.002999544143676758,1,0,4,DPLL
198,....4.3..2.3....,0.001999378204345703,1,0,4,DPLL
199,...4...11...3...,0.002000093460083008,1,0,4,DPLL
200,21............23,0.0030002593994140625,1,0,4,DPLL
201,3...1......4...1,0.0019998550415039062,1,0,4,DPLL
202,4..3..4..1..2..1,0.0030002593994140625,1,0,4,DPLL
203,.4..32....32..1.,0.002999544143676758,1,0,4,DPLL
204,.142........241.,0.0030019283294677734,1,0,4,DPLL
205,....4.3223.4....,0.003000497817993164,1,0,4,DPLL
206,..32...41...32..,0.002000093460083008,1,0,4,DPLL
207,....3.2..4.3....,0.002000093460083008,1,0,4,DPLL
208,...1.4....3.4...,0.0030014514923095703,1,0,4,DPLL
209,....12....31....,0.003000497817993164,1,0,4,DPLL
210,..13..4..3..42..,0.002999544143676758,1,0,4,DPLL
211,..41........43..,0.002000093460083008,1,0,4,DPLL
212,4.....3..2.....3,0.0019998550415039062,1,0,4,DPLL
213,...12......23...,0.001999378204345703,1,0,4,DPLL
214,1....23..14....3,0.002000570297241211,1,0,4,DPLL
215,.1...3....2...1.,0.003001689910888672,1,0,4,DPLL
216,.2..4..32..4..3.,0.0029973983764648438,1,0,4,DPLL
217,..41........21..,0.0020003318786621094,1,0,4,DPLL
218,34............41,0.0030002593994140625,1,0,4,DPLL
219,.1..2..31..2..3.,0.002997875213623047,1,0,4,DPLL
220,...1.13..32.2...,0.0019989013671875,1,0,4,DPLL
221,.3...12..21...3.,0.002999544143676758,1,0,4,DPLL
222,.1....4..3....2.,0.003000974655151367,1,0,4,DPLL
223,.14.4......3.31.,0.0019991397857666016,1,0,4,DPLL
224,....34....31....,0.003998756408691406,1,0,4,DPLL
225,13..2......3..24,0.002001047134399414,1,0,4,DPLL
226,...44......13...,0.0029993057250976562,1,0,4,DPLL
227,..43........14..,0.003001689910888672,1,0,4,DPLL
228,.23....24....34.,0.004002809524536133,1,0,4,DPLL
229,.4.....21.....1.,0.0029964447021484375,1,0,4,DPLL
230,2.1..........4.2,0.004000663757324219,1,0,4,DPLL
231,...21......33...,0.005001544952392578,1,0,4,DPLL
232,4......21......1,0.0029976367950439453,1,0,4,DPLL
233,.2.....43.....3.,0.003998279571533203,1,0,4,DPLL
234,....1.2332.1....,0.002000093460083008,1,0,4,DPLL
235,...2...11...3...,0.003001689910888672,1,0,4,DPLL
236,..34........23..,0.0029985904693603516,1,0,4,DPLL
237,..2.3......4.4..,0.0030002593994140625,1,0,4,DPLL
238,4.....2..1.....2,0.0019996166229248047,1,0,4,DPLL
239,..24...33...42..,0.0029993057250976562,1,0,4,DPLL
240,2.1..........3.1,0.0019998550415039062,1,0,4,DPLL
241,..4.4..32..1.1..,0.002999544143676758,1,0,4,DPLL
242,.1.4..2..2..4.1.,0.0019998550415039062,1,0,4,DPLL
243,....1.2..1.4....,0.0029997825622558594,1,0,4,DPLL
244,..4..4....2..1..,0.002000093460083008,1,0,4,DPLL
245,...23..11..32...,0.002998828887939453,1,0,4,DPLL
246,.2....1..1....3.,0.003000020980834961,1,0,4,DPLL
247,.1..4..31..2..3.,0.003001689910888672,1,0,4,DPLL
248,2..3..2..1..4..1,0.0029997825622558594,1,0,4,DPLL
249,1...2..33..2...1,0.0029997825622558594,1,0,4,DPLL
250,..4.4......2.3..,0.002998828887939453,1,0,4,DPLL
251,12.4........4.21,0.002999544143676758,1,0,4,DPLL
252,......2313......,0.0019998550415039062,1,0,4,DPLL
253,..2..1....4..3..,0.0029997825622558594,1,0,4,DPLL
254,4......32......2,0.003000020980834961,1,0,4,DPLL
255,...41..22..14...,0.0019998550415039062,1,0,4,DPLL
256,31............21,0.003000974655151367,1,0,4,DPLL
257,..3...1221...3..,0.0029990673065185547,1,0,4,DPLL
258,2..3.1....3.1..4,0.0019998550415039062,1,0,4,DPLL
259,.2....2..3....4.,0.0030007362365722656,1,0,4,DPLL
260,..1..34..43..1..,0.0029997825622558594,1,0,4,DPLL
261,....4.3..1.4....,0.0019991397857666016,1,0,4,DPLL
262,..32........13..,0.0029990673065185547,1,0,4,DPLL
