,num,runtime,success,number of backtracks,size,heuristics
0,...3..4114..3...,0.006726980209350586,1,0,4,MOM
1,1..4..1..3..4..3,0.0029990673065185547,1,0,4,MOM
2,3....21..34....1,0.001998424530029297,1,0,4,MOM
3,.3....2..4....1.,0.0040035247802734375,1,0,4,MOM
4,.4...21..12...4.,0.003000020980834961,1,0,4,MOM
5,....2.3..3.1....,0.0011138916015625,1,0,4,MOM
6,.....4.34.1.....,0.0011029243469238281,1,0,4,MOM
7,.2....1..4....3.,0.0020036697387695312,1,0,4,MOM
8,1..23......32..1,0.0029981136322021484,1,0,4,MOM
9,.23....21....41.,0.002999544143676758,1,0,4,MOM
10,.13....14....34.,0.0019991397857666016,1,0,4,MOM
11,..1.4..32..1.4..,0.0019979476928710938,1,0,4,MOM
12,..32..1..1..23..,0.0030050277709960938,1,0,4,MOM
13,.2.4........3.4.,0.002000093460083008,1,0,4,MOM
14,4.....2..1.....1,0.0030007362365722656,1,0,4,MOM
15,.3...24..42...3.,0.0030019283294677734,1,0,4,MOM
16,.3...2....3...1.,0.0019991397857666016,1,0,4,MOM
17,....4.1..2.4....,0.0030007362365722656,1,0,4,MOM
18,2..4.1....4.1..3,0.0029964447021484375,1,0,4,MOM
19,.2.....32.....4.,0.003000974655151367,1,0,4,MOM
20,..3...2413...2..,0.0029993057250976562,1,0,4,MOM
21,1.....2..4.....4,0.0030107498168945312,1,0,4,MOM
22,1......42......3,0.003000974655151367,1,0,4,MOM
23,.1....2..3....1.,0.002000093460083008,1,0,4,MOM
24,...43......14...,0.0019998550415039062,1,0,4,MOM
25,.1...32..23...1.,0.002001047134399414,1,0,4,MOM
26,2...14....32...1,0.0030007362365722656,1,0,4,MOM
27,23..1......4..23,0.0029997825622558594,1,0,4,MOM
28,.4.1........2.3.,0.002998828887939453,1,0,4,MOM
29,.4.....13.....2.,0.0030019283294677734,1,0,4,MOM
30,.1....4..4....2.,0.0029993057250976562,1,0,4,MOM
31,...31......14...,0.002000093460083008,1,0,4,MOM
32,.1...2....4...2.,0.002000093460083008,1,0,4,MOM
33,412..........214,0.002000093460083008,1,0,4,MOM
34,.3.21......12.3.,0.0029997825622558594,1,0,4,MOM
35,......3423......,0.0030002593994140625,1,0,4,MOM
36,..1...3421...3..,0.002999544143676758,1,0,4,MOM
37,..1...2..3...2..,0.0019998550415039062,1,0,4,MOM
38,3...4......3...1,0.002000570297241211,1,0,4,MOM
39,.324........423.,0.002999544143676758,1,0,4,MOM
40,..21........32..,0.002999544143676758,1,0,4,MOM
41,....4.3..4.2....,0.0019991397857666016,1,0,4,MOM
42,4...3......4...2,0.0030007362365722656,1,0,4,MOM
43,..23..4..4..32..,0.0030012130737304688,1,0,4,MOM
44,..1.2......4.2..,0.0019986629486083984,1,0,4,MOM
45,..34...23...12..,0.003000497817993164,1,0,4,MOM
46,.3....1..4....4.,0.0029997825622558594,1,0,4,MOM
47,1.....3..4.....3,0.001999378204345703,1,0,4,MOM
48,4..23......32..4,0.0029993057250976562,1,0,4,MOM
