,num,runtime,success,number of backtracks,size,heuristics
0,...3..4114..3...,0.0019998550415039062,1,0,4,Jeroslow
1,1..4..1..3..4..3,0.003001689910888672,1,0,4,Jeroslow
2,3....21..34....1,0.0019998550415039062,1,0,4,Jeroslow
3,.3....2..4....1.,0.004999399185180664,1,0,4,Jeroslow
4,.4...21..12...4.,0.003000497817993164,1,0,4,Jeroslow
5,....2.3..3.1....,0.002000570297241211,1,0,4,Jeroslow
6,.....4.34.1.....,0.002998828887939453,1,0,4,Jeroslow
7,.2....1..4....3.,0.0019996166229248047,1,0,4,Jeroslow
8,1..23......32..1,0.0019996166229248047,1,0,4,Jeroslow
9,.23....21....41.,0.0029997825622558594,1,0,4,Jeroslow
10,.13....14....34.,0.003001689910888672,1,0,4,Jeroslow
11,..1.4..32..1.4..,0.001999378204345703,1,0,4,Jeroslow
12,..32..1..1..23..,0.002998828887939453,1,0,4,Jeroslow
13,.2.4........3.4.,0.0029997825622558594,1,0,4,Jeroslow
14,4.....2..1.....1,0.0020003318786621094,1,0,4,Jeroslow
15,.3...24..42...3.,0.0029997825622558594,1,0,4,Jeroslow
16,.3...2....3...1.,0.003000020980834961,1,0,4,Jeroslow
17,....4.1..2.4....,0.0019996166229248047,1,0,4,Jeroslow
18,2..4.1....4.1..3,0.0029993057250976562,1,0,4,Jeroslow
19,.2.....32.....4.,0.003000497817993164,1,0,4,Jeroslow
20,..3...2413...2..,0.003000497817993164,1,0,4,Jeroslow
21,1.....2..4.....4,0.001999378204345703,1,0,4,Jeroslow
22,1......42......3,0.0019981861114501953,1,0,4,Jeroslow
23,.1....2..3....1.,0.002999544143676758,1,0,4,Jeroslow
24,...43......14...,0.0029997825622558594,1,0,4,Jeroslow
25,.1...32..23...1.,0.0020003318786621094,1,0,4,Jeroslow
26,2...14....32...1,0.0030007362365722656,1,0,4,Jeroslow
27,23..1......4..23,0.002999544143676758,1,0,4,Jeroslow
28,.4.1........2.3.,0.0019998550415039062,1,0,4,Jeroslow
29,.4.....13.....2.,0.0019989013671875,1,0,4,Jeroslow
30,.1....4..4....2.,0.003002166748046875,1,0,4,Jeroslow
31,...31......14...,0.0029976367950439453,1,0,4,Jeroslow
32,.1...2....4...2.,0.0029997825622558594,1,0,4,Jeroslow
33,412..........214,0.0019998550415039062,1,0,4,Jeroslow
34,.3.21......12.3.,0.0029997825622558594,1,0,4,Jeroslow
35,......3423......,0.0030007362365722656,1,0,4,Jeroslow
36,..1...3421...3..,0.002000093460083008,1,0,4,Jeroslow
37,..1...2..3...2..,0.001999378204345703,1,0,4,Jeroslow
